timestamp,memory_used_mib,memory_free_mib,memory_total_mib,own_memory_used_mib
2026-08-20T20:41:19Z,86195, 56962, 143771,0
2026-08-20T20:41:22Z,86195, 56962, 143771,0
2026-08-20T20:41:24Z,86195, 56962, 143771,0
2026-08-20T20:41:27Z,86195, 56962, 143771,0
2026-08-20T20:41:29Z,86195, 56962, 143771,0
2026-08-20T20:41:32Z,86195, 56962, 143771,0
2026-08-20T20:41:34Z,86195, 56962, 143771,0
2026-08-20T20:41:37Z,86195, 56962, 143771,0
2026-08-20T20:41:39Z,86195, 56962, 143771,0
2026-08-20T20:41:42Z,86195, 56962, 143771,0
2026-08-20T20:41:44Z,86195, 56962, 143771,0
2026-08-20T20:41:47Z,86195, 56962, 143771,0
2026-08-20T20:41:49Z,86195, 56962, 143771,0
2026-08-20T20:41:52Z,87096, 56061, 143771,1662
2026-08-20T20:41:55Z,89510, 53647, 143771,834
2026-08-20T20:41:57Z,87346, 55811, 143771,1488
2026-08-20T20:42:00Z,88952, 54205, 143771,2746
2026-08-20T20:42:02Z,88952, 54205, 143771,2746
2026-08-20T20:42:07Z,88952, 54205, 143771,2746
2026-08-20T20:42:10Z,88952, 54205, 143771,2746
2026-08-20T20:42:12Z,88952, 54205, 143771,2746
2026-08-20T20:42:15Z,88952, 54205, 143771,2746
2026-08-20T20:42:18Z,88952, 54205, 143771,2746
2026-08-20T20:42:20Z,88952, 54205, 143771,2746
2026-08-20T20:42:22Z,88952, 54205, 143771,2746
2026-08-20T20:42:25Z,88952, 54205, 143771,2746
2026-08-20T20:42:28Z,88952, 54205, 143771,2746
2026-08-20T20:42:30Z,88952, 54205, 143771,2746
2026-08-20T20:42:33Z,88952, 54205, 143771,2746
2026-08-20T20:42:35Z,88952, 54205, 143771,2746
2026-08-20T20:42:38Z,90589, 52568, 143771,4378
2026-08-20T20:42:40Z,90589, 52568, 143771,4378
2026-08-20T20:42:43Z,90589, 52568, 143771,4378
2026-08-20T20:42:45Z,90589, 52568, 143771,4378
2026-08-20T20:42:48Z,90589, 52568, 143771,4378
2026-08-20T20:42:50Z,90591, 52566, 143771,4380
2026-08-20T20:42:52Z,90591, 52566, 143771,4380
2026-08-20T20:42:55Z,90591, 52566, 143771,4380
2026-08-20T20:42:57Z,90591, 52566, 143771,4380
2026-08-20T20:43:00Z,90591, 52566, 143771,4380
2026-08-20T20:43:02Z,90945, 52212, 143771,4734
2026-08-20T20:43:05Z,91201, 51956, 143771,4990
2026-08-20T20:43:07Z,91201, 51956, 143771,4990
2026-08-20T20:43:10Z,91201, 51956, 143771,4990
2026-08-20T20:43:12Z,91201, 51956, 143771,4990
2026-08-20T20:43:15Z,91201, 51956, 143771,4990
2026-08-20T20:43:17Z,91411, 51746, 143771,5204
2026-08-20T20:43:20Z,91415, 51742, 143771,5234
2026-08-20T20:43:23Z,91477, 51680, 143771,5270
2026-08-20T20:43:25Z,91511, 51646, 143771,5302
2026-08-20T20:43:28Z,91543, 51614, 143771,5332
2026-08-20T20:43:31Z,91549, 51608, 143771,5342
2026-08-20T20:43:33Z,91587, 51570, 143771,5376
2026-08-20T20:43:36Z,92095, 51062, 143771,5884
2026-08-20T20:43:38Z,91617, 51540, 143771,5406
2026-08-20T20:43:41Z,91617, 51540, 143771,5406
2026-08-20T20:43:45Z,91617, 51540, 143771,5406
2026-08-20T20:43:47Z,91617, 51540, 143771,5406
2026-08-20T20:43:51Z,91617, 51540, 143771,5406
2026-08-20T20:43:54Z,91617, 51540, 143771,5406
2026-08-20T20:43:58Z,91695, 51462, 143771,5484
2026-08-20T20:44:00Z,91695, 51462, 143771,5490
2026-08-20T20:44:03Z,91701, 51456, 143771,5490
2026-08-20T20:44:06Z,91701, 51456, 143771,5490
2026-08-20T20:44:08Z,91701, 51456, 143771,5490
2026-08-20T20:44:11Z,91701, 51456, 143771,5490
